huv_code,procedure_key,procedure_name,diagnosis_policy,required_icd10_patterns,excluded_icd10_patterns,decision_if_missing,review_required,confidence,reason,source_evidence,quality_flags
13.05361,HUV::13.05361,"İntrauterin artifisyel inseminasyon (İUİ), seansı",review_required,,,REVIEW_REQUIRED,True,medium,"İntrauterin inseminasyon (İUİ) işlemi, bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir. Uygulama yolu/teknik işlemler için tanı gerekliliği yoktur.","İUİ, genellikle doğurganlık tedavisi kapsamında uygulanan bir prosedürdür. Prosedürün kendisi, bir tanıya işaret etmez.",clinical_anchor_but_not_required
13.06031,HUV::13.06031,"Serviks erozyonu, koterizasyon",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, serviks erozyonuna yönelik bir uygulamadır (koterizasyon). Uygulama yolu/teknik olarak tanımlanabilir.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.06366,HUV::13.06366,"Serviks erozyonu, kriyoterapi",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, serviks erozyonuna yönelik bir uygulamadır (kriyoterapi). Uygulama yolu/teknik olarak tanımlanabilir.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.06701,HUV::13.06701,Servikal dilatasyon,review_required,,,REVIEW_REQUIRED,True,medium,"Servikal dilatasyon, uygulama yolu/teknik işlem.",İşlem adı tanı içermiyor.,clinical_anchor_but_not_required
13.07036,HUV::13.07036,Karman aspirasyonu,review_required,,,REVIEW_REQUIRED,True,medium,"Karman aspirasyonu, bir tanıdan ziyade bir uygulama yolu/tekniktir. İşlem adı, uygulanan yöntemi belirtir, altta yatan bir klinik durumu değil.","İşlem adı ve tanımı, tanı gerektirmeyen bir uygulama olduğunu gösterir.",clinical_anchor_but_not_required
13.07371,HUV::13.07371,Spiral uygulaması (spiral hariç),review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, spiral uygulamasının bir parçası olarak tanımlanır ve ayrı bir işlem olarak değerlendirilmez. Spiral uygulaması sırasında bir tanı gereklidir.",HUV işlem tanımı notu.,clinical_anchor_but_not_required
13.07706,HUV::13.07706,İpi uterus içine kaçmış spiral çıkarılması,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, spiral uygulamasının veya jinekolojik muayenenin kapsamındadır ve ayrı bir tanı gerektirmez.",HUV İşlem Tanımları,clinical_anchor_but_not_required
13.08041,HUV::13.08041,HG-HSG (radyoloji hariç),review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik ile ilgili olup, tanı gerektirmez.",İşlem adı (HG-HSG) ve açıklaması tanısal bir durum belirtmemektedir.,clinical_anchor_but_not_required
13.08376,HUV::13.08376,"Endometriyal biyopsi, Novak veya Pipel ile",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, tanıdan bağımsız bir uygulama yolu/tekniktir.","İşlem adı, yalnızca uygulama yöntemini belirtir, altta yatan bir klinik durumu değil.",clinical_anchor_but_not_required
13.09046,HUV::13.09046,Endoservikal küretaj,review_required,,,REVIEW_REQUIRED,True,medium,"Endoservikal küretaj, tanısal veya tedavi edici bir amaçla uygulanan bir işlemdir. İşlem adı, uygulama yolu/tekniği belirtir ve belirli bir klinik bağlam içermez.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.09381,HUV::13.09381,Probe küretaj,review_required,,,REVIEW_REQUIRED,True,medium,"Probe küretaj, tanısal bir prosedür olup, uygulama yolu/teknik olarak tanımlanır. Klinik bağlam gerektirmez.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.09716,HUV::13.09716,Fraksiyonel küretaj (endoservikal+endometriyal küretaj),review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/tekniği tanımlayan bir işlemdir (küretaj). Tanısal bir işlem değildir.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.10721,HUV::13.10721,Histerosonografi (Salin İnfüzyon Sonografi),review_required,,,REVIEW_REQUIRED,True,medium,"Histerosonografi (Salin İnfüzyon Sonografi) işlemi, tanısal bir prosedür olup, uygulama yolu/teknik olarak değerlendirilir. İşlem adı, spesifik bir klinik durumu veya patolojiyi belirtmez.",İşlem tanımı ve adı.,clinical_anchor_but_not_required
13.11056,HUV::13.11056,"Jinekolojik muayene, US eşliğinde",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik muayene olup, uygulama yolu/teknik olarak tanımlanmıştır ve tanı gerektirmez.",İşlem tanımı ve notu.,clinical_anchor_but_not_required
13.11391,HUV::13.11391,"Jinekolojik muayene, Doppler US eşliğinde",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik muayene olup uygulama yolu/tekniktir ve tanı gerektirmez.",İşlem tanımı ve notu.,clinical_anchor_but_not_required
13.11726,HUV::13.11726,"Obstetrik muayene, US eşliğinde",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, gebelik veya doğumla ilgili bir muayenedir ancak uygulama yolu/teknik olarak tanımlanmıştır. Tanı gerektirmez.",İşlem tanımı ve notu.,clinical_anchor_but_not_required
13.12061,HUV::13.12061,"Laparotomi+doku biyopsisi, tanısal",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, tanısal bir prosedür olup, uygulama yolu/teknik olarak tanımlanır. İşlem adı tanısal bir durum belirtmez.","İşlem adı 'Laparotomi+doku biyopsisi, tanısal' şeklindedir. Bu, bir tanısal prosedür olduğunu gösterir.",clinical_anchor_but_not_required
13.12396,HUV::13.12396,"Apendektomi, jinekolojik tümör/endometriozis/PID ameliyatında",required_any,O00-O99; C00-D48,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik tümör/endometriozis/PID ameliyatı sırasında apendektomi yapılmasını içeriyor. Bu, hem gebelik/doğumla ilgili durumları (PID, endometriozis) hem de neoplazmları (tümör) kapsayabilir. Bu nedenle tanı gereklidir.",İşlem adı ve tanımları,broad_icd10_pattern:C00-D48; broad_icd10_pattern:O00-O99
13.12731,HUV::13.12731,Eviserasyon onarımı,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik anlatıyor.,İşlem adı tanı içermiyor.,clinical_anchor_but_not_required
13.13066,HUV::13.13066,"İntraperitoneal port/kateter yerleştirilmesi, kemoterapi amaçlı",required_any,C00-D48,,REVIEW_REQUIRED,True,medium,"İntraperitoneal kemoterapi portu yerleştirilmesi, genellikle onkolojik nedenlerle yapılır. Bu nedenle, bir kanser tanısı gereklidir.",İşlem notu: 'onkolojik/sitordüktif cerrahiyle eşzamanlı uygulandığında'. ICD-10 kodları: C00-D48 (Neoplazmlar).,broad_icd10_pattern:C00-D48
13.13401,HUV::13.13401,"İleal konduit, jinekolojik tümörde",required_any,O00-O99; C00-D48,,REVIEW_REQUIRED,True,medium,"İleal konduit, jinekolojik tümörde işlemi, gebelik, doğum veya neoplazm gibi tanıları gerektirebilir. Bu nedenle tanı gereklidir.",İşlem adı ve bölüm bilgisi,broad_icd10_pattern:C00-D48; broad_icd10_pattern:O00-O99
13.13736,HUV::13.13736,Kontinent rezervuar yapımı,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik ile ilgili bir işlemdir ve klinik bir tanı gerektirmez.","İşlem adı 'Kontinent rezervuar yapımı' olup, bu bir cerrahi işlemdir ve belirli bir tanıya bağlı değildir.",clinical_anchor_but_not_required
13.14071,HUV::13.14071,"İleostomi/kolostomi açılması veya kapatılması, jinekolojik tümörde",required_any,O00-O99; C00-D48,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik tümörde ileostomi/kolostomi açılması veya kapatılmasıdır. Bu, gebelik, doğum veya neoplazm gibi klinik bağlamlarla ilişkilidir. Bu nedenle tanı gereklidir.","İşlem adı ve tanımları, tanı gerektiren klinik bağlamları gösterir.",broad_icd10_pattern:C00-D48; broad_icd10_pattern:O00-O99
13.14406,HUV::13.14406,"İnce bağırsak rezeksiyonu, jinekolojik tümörde",required_any,O00-O99; C00-D48,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik tümör nedeniyle ince bağırsak rezeksiyonunu içerir. Bu, hem gebelik/doğum hem de neoplazm ile ilgili olabilir. Tanı gereklidir.",İşlem adı ve bölüm ('KADIN HASTALIKLARI VE DOĞUM'),broad_icd10_pattern:C00-D48; broad_icd10_pattern:O00-O99
13.14741,HUV::13.14741,"Kolon rezeksiyonu (segmenter/parsiyel), jinekolojik tümörde",required_any,C51.*,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik tümör nedeniyle kolon rezeksiyonunu içerir. Bu, tanı gerektirir. Hem tümör (C51.*) hem de gebelik/doğum (O00-O99) ile ilgili tanıların gerekli olabileceği düşünülmektedir.","İşlem adı ve bölüm ('KADIN HASTALIKLARI VE DOĞUM') jinekolojik bir bağlamı gösterir. 'Tümör' kelimesi, neoplazma (C00-D48) ile ilgili bir tanı gerektirebilir. 'Doğum' kelimesi, gebelik (O00-O99) ile ilgili bir tanı gerektirebilir.",broad_icd10_pattern:O00-O99
13.15076,HUV::13.15076,"Rektosigmoid, (yüksek) anterior rezeksiyon, jinekolojik tümörde",required_any,C56.*,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik tümör nedeniyle rektosigmoid rezeksiyonunu içerir. Bu, tanı gerektirir. Gebelik/doğum ve neoplazm ile ilgili ICD-10 kodları gereklidir.","İşlem tanımı, 'jinekolojik tümörde' olduğunu belirtir. Bu, tanı gerektirir.",broad_icd10_pattern:O00-O99
13.15327,HUV::13.15327,"Rektum, abdominoperineal rezeksiyon (kolostomi dahil), jinekolojik tümörde",required_any,O00-O99; C00-D48,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik tümör nedeniyle rektum rezeksiyonunu içerir. Bu, hem gebelik/doğum hem de neoplazm ile ilgili olabilir. Tanı gereklidir.",İşlem adı ve bölüm (KADIN HASTALIKLARI VE DOĞUM) jinekolojik bir bağlamı gösterir. 'Tümör' kelimesi neoplazmı işaret eder. 'Rektum' anatomik bir bölümdür.,broad_icd10_pattern:C00-D48; broad_icd10_pattern:O00-O99
13.15369,HUV::13.15369,"Rektum, abdominosakral rezeksiyon (kolostomi dahil), jinekolojik tümörde",required_any,O00-O99; C00-D48,,REVIEW_REQUIRED,True,medium,"İşlem, jinekolojik tümör nedeniyle rektum rezeksiyonunu içerir. Bu, hem gebelik/doğum (O00-O99) hem de neoplazm (C00-D48) ile ilgili olabilir. Bu nedenle tanı gereklidir.","İşlem adı: Rektum, abdominosakral rezeksiyon (kolostomi dahil), jinekolojik tümörde. Klinik sinyal terimleri: doğum, tümör.",broad_icd10_pattern:C00-D48; broad_icd10_pattern:O00-O99
13.15411,HUV::13.15411,"Diyafragma rezeksiyonu, primer onarım",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir; tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.15746,HUV::13.15746,Tümör eksizyonu (bağırsak/peritoneal yüzeyden),required_any,C00-D48,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"İşlem adı tümör eksizyonu içeriyor. Bu, bir tanı gerektirir. Gebelik/doğumla ilgili olası bir durumdur.",İşlem adı 'Tümör eksizyonu'. Klinik bağlam 'KADIN HASTALIKLARI VE DOĞUM'.,broad_icd10_pattern:C00-D48
13.16081,HUV::13.16081,"Total omentektomi, tümörlerde",required_any,C00-D48,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"İşlem, tümörlerde total omentektomi olarak tanımlanmıştır. Bu, bir neoplazmın varlığını gerektirir.","İşlem tanımı: 'Total omentektomi, tümörlerde'. ICD-10 kodları: C00-D48 (Neoplazmlar).",broad_icd10_pattern:C00-D48
13.16416,HUV::13.16416,"Pelvik peritonektomi, tümörlerde",required_any,C56.*,,REVIEW_REQUIRED,True,medium,"İşlem, tümörler için pelvik peritonektomi içerir. Bu, tanı gerektirir. Gebelik veya doğumla ilgili bir durum olabilir. Kapsamlı bir tanı gereklidir.","İşlem adı ve açıklaması, tanı gerektiren bir durum olduğunu gösterir. 'Tümörler' kelimesi, bir neoplazmın varlığını ima eder.",broad_icd10_pattern:O00-O99
13.16583,HUV::13.16583,"Sentinel lenf nodu biyopsisi, pelvik ve/veya paraaortik",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olup tanı gerektirmez.",İşlem tanımı,clinical_anchor_but_not_required
13.17421,HUV::13.17421,"İnguinal lenfadenektomi, tek taraflı",review_required,,,REVIEW_REQUIRED,True,medium,"İnguinal lenfadenektomi, tek taraflı, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir ve klinik bir bağlam içermez.","İşlem adı ve tanımı, tanı gerektirmediğini gösterir.",clinical_anchor_but_not_required
13.17756,HUV::13.17756,"İnguinal lenfadenektomi, iki taraflı",review_required,,,REVIEW_REQUIRED,True,medium,"İnguinal lenfadenektomi, uygulama yolu/teknik işlemidir; tanı gerektirmez.","İşlem adı sadece cerrahi tekniği belirtir, altta yatan bir klinik durumu değil.",clinical_anchor_but_not_required
13.18091,HUV::13.18091,"Pelvik lenfadenektomi, iki taraflı",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olarak tanımlanmıştır ve spesifik bir tanı gerektirmez.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.18426,HUV::13.18426,"Paraaortik lenfadenektomi, iki taraflı",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olarak tanımlanmıştır ve spesifik bir tanı gerektirmez.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.18761,HUV::13.18761,"Retroperitoneal (pelvik+paraaortik) lenfadenektomi, iki taraflı",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik tanımlamasıdır ve spesifik bir tanı gerektirmez.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.19431,HUV::13.19431,Vulva apse veya hematom drenajı,required_any,N76.4,,REVIEW_REQUIRED,True,medium,"İşlem adı (Vulva apse veya hematom drenajı) bir tanı (apse) içeriyor. Bu tür drenaj işlemleri, altta yatan enfeksiyon veya hematomun varlığını gerektirir.","ICD-10-CM kodlama yönergeleri, cerrahi prosedürlerin genellikle ilgili tanı ile kodlanmasını gerektirir. N76.4, vulvanın apsesi için spesifik bir koddur.",vulvar_hematoma_needs_expert_mapping
13.19766,HUV::13.19766,Perine/vulva kist veya polip eksizyonu,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik anlatıyor.,İşlem adı tanı içermiyor.,clinical_anchor_but_not_required
13.20101,HUV::13.20101,Bartholin kisti eksizyonu,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, Bartholin kisti eksizyonu olup, uygulama yolu/teknik olarak tanımlanır ve tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.20771,HUV::13.20771,Bartholin apse/kistlerine marsupiyalizasyon,required_any,N75.1; N76.4,,REVIEW_REQUIRED,True,high,"İşlem, Bartholin apse/kisti tedavi ediyor. Bu durum, tanı gerektirir. Bartholin apsesi için N75.1 ICD-10 kodu mevcuttur.","ICD-10 kodlama kılavuzu, Bartholin apsesi için N75.1 kodunu tanımlar. İşlem adı, apse/kist tedavisi olduğunu belirtir.",
13.21106,HUV::13.21106,Vulva yüzeysel tümörlerinin çıkarılması,required_any,C00-D48,,REVIEW_REQUIRED,True,medium,"İşlem, vulva bölgesindeki tümörlerin çıkarılmasını içerir. Bu, bir neoplazmın varlığını ima eder. Neoplazm tanısı gereklidir.",İşlem adı: Vulva yüzeysel tümörlerinin çıkarılması. ICD-10 bölümü C00-D48 neoplazmları kapsar.,broad_icd10_pattern:C00-D48
13.21441,HUV::13.21441,Vulva denervasyon operasyonları,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,"İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.21776,HUV::13.21776,Labial füzyon açılması,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,"İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.22111,HUV::13.22111,Perineoplasti,review_required,,,REVIEW_REQUIRED,True,medium,"Perineoplasti, uygulama yolu/teknik işlem olup klinik bağlam içermemektedir.","İşlem adı ve açıklaması, tanı gerektirmeyen bir uygulama işlemidir.",clinical_anchor_but_not_required
13.22446,HUV::13.22446,Himene yapılan cerrahi işlemler,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik anlatıyor.,İşlem adı tanı içermiyor.,clinical_anchor_but_not_required
13.22781,HUV::13.22781,Vulvada lazer cerrahisi,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,İşlem adı tanısal bir durum belirtmemektedir.,clinical_anchor_but_not_required
13.23116,HUV::13.23116,Basit vulvektomi,review_required,,,REVIEW_REQUIRED,True,medium,"Basit vulvektomi, yalnızca uygulama yolu/teknik içeren bir işlemdir ve tanı gerektirmez.",İşlem adı tanısal bir durum belirtmemektedir.,clinical_anchor_but_not_required
13.23451,HUV::13.23451,Skinning vulvektomi,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,"İşlem adı 'Skinning vulvektomi' olup, yalnızca cerrahi bir teknik tanımlamaktadır.",clinical_anchor_but_not_required
13.23786,HUV::13.23786,Skinning vulvektomi+deri grefti uygulaması,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,İşlem adı tanısal bir durum belirtmemektedir.,clinical_anchor_but_not_required
13.23953,HUV::13.23953,Vulvanın radikal lokal eksizyonu (genişletilmiş radikal eksizyon),review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,"İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.24121,HUV::13.24121,Radikal vulvektomi,review_required,,,REVIEW_REQUIRED,True,medium,"Radikal vulvektomi, uygulama yolu/teknik işlem.","İşlem adı yalnızca cerrahi prosedürü tanımlar, altta yatan klinik durumu değil.",clinical_anchor_but_not_required
13.24456,HUV::13.24456,Radikal vulvektomi+lenfadenektomi,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,İşlem adı tanısal bir durum belirtmemektedir.,clinical_anchor_but_not_required
13.24791,HUV::13.24791,"Kondilom koagülasyonu/eksizyonu, (1-3 adet)",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olup klinik bir tanıya işaret etmemektedir.",İşlem adı sadece prosedürü tanımlamaktadır.,clinical_anchor_but_not_required
13.25126,HUV::13.25126,"Kondilom koagülasyonu veya eksizyonu, (3’den fazla)",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olarak tanımlanmıştır ve spesifik bir tanı gerektirmez.",İşlem adı sadece uygulama yöntemini belirtir (koagülasyon/eksizyon).,clinical_anchor_but_not_required
13.25461,HUV::13.25461,Skene kistleri eksizyonu,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik anlatıyor.,İşlem adı tanı içermiyor.,clinical_anchor_but_not_required
13.25796,HUV::13.25796,Travmatik vulva yaralanmaları onarımı,required_any,S00-T98; O00-O99,,REVIEW_REQUIRED,True,medium,"Travmatik yaralanma onarımı için travma, doğum veya gebelikle ilgili tanı gereklidir. Travma (S00-T98) veya doğum/gebelik (O00-O99) ICD-10 kodları gereklidir.","İşlem adı 'Travmatik vulva yaralanmaları onarımı'dır. Bu, travma veya doğumla ilgili bir durum olduğunu gösterir.",broad_icd10_pattern:O00-O99; broad_icd10_pattern:S00-T98
13.26131,HUV::13.26131,"Lokal ilaç uygulamaları (ilaç hariç), seansı",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, lokal ilaç uygulamasıdır (ilaç hariç). Uygulama yolu/teknik odaklıdır ve klinik bir tanı gerektirmez.","İşlem tanımı, ilaç uygulamasını belirtir, ancak altta yatan bir klinik durumu belirtmez.",clinical_anchor_but_not_required
13.26784,HUV::13.26784,Vajinal apse veya hematom drenajı,required_any,N76.4; O80; Z37.*,,REVIEW_REQUIRED,True,medium,"Vajinal apse veya hematom drenajı, gebelik, doğum veya lohusalık ile ilişkili olası komplikasyonları içerir. Bu nedenle tanı gereklidir.","İşlem adı ve klinik bağlam (gebelik_dogum etiketleri, 'apse' ve 'hematom' terimleri) tanı gerekliliğini gösterir.",broad_icd10_pattern:O00-O99
13.26792,HUV::13.26792,Vajinal laserasyon onarımı,required_any,O80; Z37.*,,REVIEW_REQUIRED,True,medium,"Vajinal laserasyon onarımı, doğum veya doğum sonrası dönemde meydana gelen bir yaralanmadır. Bu nedenle, doğumla ilgili bir tanı veya yaralanma tanısı gereklidir.",İşlem tanımı (vajinal laserasyon onarımı) ve klinik bağlam (doğum).,broad_icd10_pattern:O00-O99; broad_icd10_pattern:S00-T98
13.26801,HUV::13.26801,Sistosel veya rektosel onarımı,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olarak tanımlanmıştır ve spesifik bir tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.27136,HUV::13.27136,Sistorektosel onarımı,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik anlatıyor.,İşlem adı tanı içermiyor.,clinical_anchor_but_not_required
13.27471,HUV::13.27471,Yüksek sistosel onarımı,review_required,,,REVIEW_REQUIRED,True,medium,"Yüksek sistosel onarımı, uygulama yolu/teknik işlem olup, tanı gerektirmez.","İşlem adı sadece cerrahi bir prosedürü tanımlar, altta yatan bir klinik durumu belirtmez.",clinical_anchor_but_not_required
13.27806,HUV::13.27806,Santral sistosel onarımı,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olarak tanımlanmıştır ve klinik bir tanıya işaret etmemektedir.","İşlem adı 'Santral sistosel onarımı'dır. Sistosel onarımı, tanıdan bağımsız bir cerrahi işlemdir.",clinical_anchor_but_not_required
13.28141,HUV::13.28141,"Stres inkontinans operasyonları, miduretral sling’ler (TVT, TOT, IVS vb)",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, miduretral sling yerleştirme gibi bir uygulama yolunu tanımlamaktadır; bir tanıya işaret etmemektedir.","İşlem adı, spesifik bir tanıya işaret etmemektedir.",clinical_anchor_but_not_required
13.28476,HUV::13.28476,"Sistorektosel onarımı+stres inkontinans operasyonları, miduretral sling’ler (TVT, TOT, IVS vb)",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik tanımlamasıdır ve spesifik bir tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.29816,HUV::13.29816,Le Forte operasyonu,review_required,,,REVIEW_REQUIRED,True,medium,"Le Forte operasyonu, bir uygulama yolu/teknik olup, tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.30151,HUV::13.30151,"Artifisyel vajina oluşturma, deri grefti ile",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik ile ilgili olup, tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.30486,HUV::13.30486,"Artifisyel vajina oluşturma, bağırsak segmenti transpozisyonu ile",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olarak tanımlanmıştır ve klinik bir tanıya işaret etmemektedir.","İşlem adı, tanısal bir durum veya klinik bağlam belirtmemektedir.",clinical_anchor_but_not_required
13.31156,HUV::13.31156,"Vajen dilatasyonu, seansı",review_required,,,REVIEW_REQUIRED,True,medium,"Vajen dilatasyonu, seans, uygulama yolu/teknik işlem.","İşlem adı uygulama yöntemini belirtir, tanı gerektirmez.",clinical_anchor_but_not_required
13.31491,HUV::13.31491,Aldridge ve benzer ameliyatlar,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik tanımlamasıdır ve spesifik bir klinik bağlam içermemektedir.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
13.32161,HUV::13.32161,Vajen kistleri çıkarılması,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, vajen kistlerinin çıkarılmasını içerir ve yalnızca uygulama yolu/tekniktir; tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.32496,HUV::13.32496,Parsiyel kolpektomi,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,İşlem adı tanısal bir durum belirtmemektedir.,clinical_anchor_but_not_required
13.32831,HUV::13.32831,Total kolpektomi,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,İşlem adı tanısal bir durum belirtmemektedir.,clinical_anchor_but_not_required
13.33166,HUV::13.33166,Total kolpektomi + radikal histerektomi,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olarak tanımlanmıştır ve tanı gerektirmez.","İşlem tanımı, tanı gerektirmediğini belirtir.",clinical_anchor_but_not_required
13.33501,HUV::13.33501,Kolpotomi posterior,review_required,,,REVIEW_REQUIRED,True,medium,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,İşlem adı tanısal bir durum belirtmemektedir.,clinical_anchor_but_not_required
13.34171,HUV::13.34171,Vajene doğmuş miyom eksizyonu,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, vajene uygulanan bir teknik olup, tanısal bir bağlam gerektirmez.","İşlem adı, uygulama yolunu/tekniği tanımlamaktadır.",clinical_anchor_but_not_required
13.34506,HUV::13.34506,Burch / MMK ve modifikasyonları operasyonu,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, Burch ameliyatı veya modifikasyonlarıdır. Bu, bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.","İşlem adı ve tanımı, tanı gerektirmediğini gösteriyor.",clinical_anchor_but_not_required
13.35176,HUV::13.35176,Öksürük stres ped testi,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, uygulama yolu/teknik olup klinik bir tanıya işaret etmemektedir.","İşlem adı 'Öksürük stres ped testi' olup, tanısal bir prosedürdür ve klinik bir durumla doğrudan ilişkili değildir.",clinical_anchor_but_not_required
13.35511,HUV::13.35511,Ped testi,review_required,,,REVIEW_REQUIRED,True,medium,"Ped testi, bir uygulama yolu/teknik olup, tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.35846,HUV::13.35846,Stres testi+Q tip test,review_required,,,REVIEW_REQUIRED,True,medium,"Stres testi ve Q tip testi, uygulama yolu/teknik odaklı bir işlemdir; tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
13.36516,HUV::13.36516,Vajen ön kompartmana 4 kollu meş yerleştirilmesi,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, vajen ön kompartmana meşe yerleştirilmesi olup, uygulama yolu/teknik olarak tanımlanmaktadır. Klinik bir tanıya işaret etmemektedir.",İşlem adı ve tanımı.,clinical_anchor_but_not_required
