sut_code,procedure_key,procedure_name,source_list,diagnosis_policy,required_icd10_patterns,excluded_icd10_patterns,required_diagnosis_groups,special_constraints,decision_if_missing,review_required,confidence,reason,source_evidence,quality_flags
615810,SUT::EK-2B::615810::2168,Servikal intramedüller tümör eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,"İşlem adı 'tümör' kelimesini içeriyor ve cerrahi bir işlem. Açık bir ICD-10 tanı şartı belirtilmemiş, ancak tanı gerektiren bir işlem olabilir. EK-2B bağlamında kesin bir tanı kuralı bulunmuyor.",SUT adı 'tümör' içeriyor ve cerrahi bir işlem.,[]
615820,SUT::EK-2B::615820::2169,Servikal spinal kord AVM eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,high,"Servikal spinal kord AVM eksizyonu, nöroşirurjik bir işlemdir. Bu tür işlemler genellikle spesifik bir nörolojik tanıya (örneğin, AVM, tümör, spinal kord hasarı) dayanır. EK-2B'de bu işlem için açık bir ICD-10 gerekliliği belirtilmemiştir, ancak bu tür bir cerrahi müdahalenin yapılması, altta yatan bir klinik durumu i…","SUT açıklaması, işlemin 616070 ile birlikte faturalandırılmaması gerektiğini belirtiyor ve korpektomi/laminektomi ile yapılması durumunda ilave edildiğini, laminektomi dahil olduğunu söylüyor. Bu, işlemin cerrahi bir prosedür olduğunu gösteriyor. Bu tür bir prosedür için tanı gerekliliğinin değerlendirilmesi gerekiyor.",[]
615830,SUT::EK-2B::615830::2170,Spinal syringomyeli drenajı eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Quality gate: güçlü klinik işlem sinyali otomatik not_required olarak kabul edilmedi; uzman incelemesi gerekir (drenaj).,"SUT açıklaması, işlemin tanısı gerektirmediğini ima etmektedir.",[]
615831,SUT::EK-2B::615831::2171,Servikal anterior oblik korpektomi tek omurga,EK-2B,conditional,[],[],[],"{""required_clinical_evidence_terms"": [""EK-2B 615831 Servikal anterior oblik korpektomi tek omurga""]}",REVIEW_REQUIRED,True,medium,"EK-2B kural baglami rapor, tibbi gerekce, klinik kanit veya kurum sarti iceriyor; acik ICD-10 zorunlulugu bulunmadigi icin uzman incelemesi gerekir.",EK-2B 615831 Servikal anterior oblik korpektomi tek omurga,[]
615840,SUT::EK-2B::615840::2172,Torakal intradural ekstramedüller tümör eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,İşlem adı 'tümör' içeriyor. EK-2B'de açık tanı kuralı yok. Klinik işlem tanısı gerektiriyor.,SUT açıklaması 'Torakal intradural ekstramedüller tümör eksizyonu' ifadesini içeriyor.,[]
615841,SUT::EK-2B::615841::2173,Torakal ekstradural tümör eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Quality gate: güçlü klinik işlem sinyali otomatik not_required olarak kabul edilmedi; uzman incelemesi gerekir (tumor).,"SUT açıklaması, işlemin tanısı hakkında bilgi sağlamamaktadır.",[]
615850,SUT::EK-2B::615850::2174,Torakal intramedüller tümör eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Quality gate: güçlü klinik işlem sinyali otomatik not_required olarak kabul edilmedi; uzman incelemesi gerekir (tumor).,SUT açıklaması tanı gereksiniminden bahsetmemektedir.,[]
615860,SUT::EK-2B::615860::2175,Torakal spinal kord AVM eksizyonu,EK-2B,conditional,[],[],[],"{""required_clinical_evidence_terms"": [""Korpektomi veya laminaplasti ile yapılmışsa ilave edilir""]}",REVIEW_REQUIRED,True,medium,"EK-2B kural baglami rapor, tibbi gerekce, klinik kanit veya kurum sarti iceriyor; acik ICD-10 zorunlulugu bulunmadigi icin uzman incelemesi gerekir.",Korpektomi veya laminaplasti ile yapılmışsa ilave edilir,[]
615880,SUT::EK-2B::615880::2177,"Lomber diskektomi, tek seviye",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlemin 614900 kodu ile birlikte faturalandırılamayacağını belirtir, ancak tanı gereksinimi hakkında bilgi vermez. Lomber diskektomi, omurga sorunları için uygulanan bir cerrahi işlemdir.",[]
615881,SUT::EK-2B::615881::2178,"Lomber diskektomi, nüks",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerekliliğinden bahsetmemektedir.,[]
615890,SUT::EK-2B::615890::2179,"Lomber diskektomi, tek seviye, iki taraf",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun bir cerrahi işlem olduğunu gösterir.",[]
615891,SUT::EK-2B::615891::2180,Perkutan transpediküler biyopsi,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Quality gate: güçlü klinik işlem sinyali otomatik not_required olarak kabul edilmedi; uzman incelemesi gerekir (biyopsi).,SUT açıklaması işlemle ilgili klinik bir durum belirtmemektedir. EK-2B listesi de tanı zorunluluğu belirtmemektedir.,[]
615895,SUT::EK-2B::615895::2181,Transsakral girişimle kamera eşliğinde lomber epidural diskoplasti,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması tanı gerekliliğinden bahsetmemektedir. İşlem, omurgaya uygulanan bir işlemdir.",[]
615900,SUT::EK-2B::615900::2182,Lomber laminektomi ve iki taraflı diskektomi,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun (615900) belirli diğer kodlarla (614900, 615910, 616020) birlikte faturalandırılamayacağını belirtir. Bu, faturalama kısıtlamasıdır, tanı gerekliliği değildir.",[]
615910,SUT::EK-2B::615910::2183,Lomber laminektomi ve tek taraf diskektomi,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması: '614900, 615900, 616020 ile birlikte faturalandırılmaz.' Bu, faturalama kısıtlamasıdır, tanı gerekliliği değildir.",[]
615920,SUT::EK-2B::615920::2184,"Lomber mikrocerrahi ile diskektomi, tek seviye",EK-2B,review_required,"[""M51"", ""M54"", ""S33"", ""S34"", ""S35"", ""S36"", ""S37"", ""S38"", ""S39"", ""S43"", ""S44"", ""S45"", ""S46"", ""S47"", ""S48"", ""S49"", ""S53"", ""S54"", ""S55"", ""S56"", ""S57"", ""S58"", ""S59"", ""S63"", ""S64"", ""S65"", ""S66"", ""S67"", ""S68"", ""S69"", ""S73"", ""S74"", ""S75"", ""S76"", ""S77"", ""S78"", ""S79"", ""S83"", ""S84"", ""S85"", ""S86"", ""S87"", ""S88"", ""S89"", ""S93"", ""S94"", ""S95"", ""S96"", ""S97"", ""S98"", ""S99"", ""T91"", ""Z53"", ""Z54"", ""Z55"", ""Z56"", ""Z57"", ""Z58"", ""Z59"", ""Z62"", ""Z63"", ""Z64"", ""Z65"", ""Z73"", ""Z74"", ""Z75"", ""Z76"", ""Z83"", ""Z84"", ""Z85"", ""Z86"", ""Z87"", ""Z88"", ""Z89"", ""Z93"", ""Z94"", ""Z95"", ""Z96"", ""Z97"", ""Z98"", ""Z99""]",[],[],{},REVIEW_REQUIRED,True,medium,"Lomber diskektomi gibi omurga cerrahi prosedürleri, genellikle spesifik omurga rahatsızlıkları (M51-M55), intervertebral disk bozuklukları (S33-S39), radikülopati (S43-S45, S63-S65) veya omurilik/sinir sıkışması (S73-S76) gibi tanıları gerektirir. Ancak, bu tanıların varlığı, prosedürün tıbbi gerekliliğini belirlemek…","SUT açıklaması, bu işlemin belirli diğer işlemlerle birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğine dair doğrudan bir ifade içermez. Ancak, omurga cerrahisi gibi bir prosedürün, altta yatan bir tanısal gerekçesi olması beklenir.","[""invalid_icd10_pattern:M55"", ""invalid_icd10_pattern:Z66"", ""invalid_icd10_pattern:Z67"", ""invalid_icd10_pattern:Z68"", ""invalid_icd10_pattern:Z69"", ""invalid_icd10_pattern:Z77"", ""invalid_icd10_pattern:Z78"", ""invalid_icd10_pattern:Z79""]"
615921,SUT::EK-2B::615921::2185,İnterlaminar yol ile Endoskopik lomber disk cerrahisi,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu 615921, cerrahi bir işlem tanımlamaktadır. EK-2B listesinde, bu tür cerrahi işlemler için genellikle tanı zorunluluğu belirtilmez.",[]
615922,SUT::EK-2B::615922::2186,Transforaminal yol ile Endoskopik lomber disk cerrahisi,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu 615922, cerrahi bir işlem olup, tanıyı gerektiren bir işlem değildir.",[]
615930,SUT::EK-2B::615930::2187,"Lomber mikrocerrahi ile iki taraflı diskektomi, tek seviye",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlemin 614900 (Klasik, laminotomi) ile birlikte faturalandırılamayacağını belirtir. Tanı gerekliliği hakkında bilgi içermez.",[]
615931,SUT::EK-2B::615931::2188,Dar spinal kanalda unilateral dekompresyon,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, işlemle ilgili tanı gerekliliğinden ziyade faturalama kısıtlamalarını belirtmektedir.",[]
615940,SUT::EK-2B::615940::2189,"Anteriyor yaklaşım ve mikrocerrahi ile servikal diskektomi ,tek mesafe",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, 615940 kodlu işlemin 614900 koduyla birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğinden bahsetmez.",[]
615941,SUT::EK-2B::615941::2190,"Posterior yaklaşım ile servikal diskektomi, nüks",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerekliliğinden bahsetmemektedir.,[]
615950,SUT::EK-2B::615950::2191,"Anteriyor yaklaşım ve mikrocerrahi ile servikal diskektomi ve intervertebral greft-kafes-disk protezi uygulaması, tek mesafe",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Quality gate: güçlü klinik işlem sinyali otomatik not_required olarak kabul edilmedi; uzman incelemesi gerekir (greft).,SUT açıklaması işlem tanısı gerektirmez.,[]
615951,SUT::EK-2B::615951::2192,"Anteriyor yaklaşım ile servikal diskektomi, nüks",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerekliliğine dair bir ifade içermemektedir.,[]
615960,SUT::EK-2B::615960::2193,Servikal laminektomi ve disk boşaltılması,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, işlemin tanısı hakkında bilgi vermemektedir.",[]
615970,SUT::EK-2B::615970::2194,Torakal disk eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, 615970 (Torakal disk eksizyonu) için tanı gerekliliğinden bahsetmemektedir.",[]
615971,SUT::EK-2B::615971::2195,"İnterbody füzyon ameliyatı ( ekstrem lateral, direkt lateral)",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlemin 614900 kodu ile birlikte faturalandırılamayacağını belirtmektedir, ancak tanı gerekliliğinden bahsetmemektedir.",[]
615972,SUT::EK-2B::615972::2196,"Torakal disk eksizyonu, nüks",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, '614900 ile birlikte faturalandırılmaz' şeklinde bir kısıtlama içermektedir, ancak tanı gerekliliğine dair bir ifade bulunmamaktadır.",[]
615980,SUT::EK-2B::615980::2197,Torakal kostatransversektomi ile disk eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlem için tanı gerekliliğinden bahsetmemektedir.",[]
615990,SUT::EK-2B::615990::2198,Torakal transtorasik disk eksizyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlem için tanı gereksinimi belirtmemektedir.",[]
615991,SUT::EK-2B::615991::2199,Transsakral girişimle kamera eşliğinde lomber epidural adezyolizis,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı şartı belirtmemektedir. EK-2B listesi de tanı gerekliliğine işaret etmemektedir.,[]
615995,SUT::EK-2B::615995::2200,Minimal invaziv foraminoplasti tek taraflı/çift taraflı,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, işlemin tanısı hakkında bilgi vermemektedir.",[]
616000,SUT::EK-2B::616000::2202,Kraniyovertebral junction anomalisi ameliyatları veya dekompresyon,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,high,"İşlem adı, kraniyovertebral junction anomalisini içeriyor. Bu tür ameliyatlar genellikle spesifik bir tanıya (örneğin, Chiari malformasyonu, Arnold-Chiari malformasyonu, spinal kord basısı) dayanır. Ancak, SUT açıklamasında veya EK-2B bağlamında açık bir ICD-10 tanı gereksinimi belirtilmiyor. Bu nedenle, tanı gereksin…","EK-2B listesi, 616000 kodunu 'Kraniyovertebral junction anomalisi ameliyatları veya dekompresyon' olarak tanımlıyor. Bu tür bir ameliyatın yapılması, altta yatan bir kraniyovertebral junction anomalisinin varlığını gösterir.",[]
616010,SUT::EK-2B::616010::2203,"Lomber hemilaminektomi - laminotomi, parsiyel /total, tek omurga",EK-2B,review_required,"[""M54.*""]",[],[],{},REVIEW_REQUIRED,True,high,"Lomber hemilaminektomi, omurga cerrahisi işlemidir. Omurga sorunları için ICD-10 tanısı gereklidir. Belirli bir tanı gerekliliği belirtilmediği için 'review_required' seçildi.",EK-2B listesi 616010 kodunu Lomber hemilaminektomi olarak tanımlamaktadır.,[]
616020,SUT::EK-2B::616020::2204,"Lomber laminektomi, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerekliliğine dair bir şart belirtmemektedir.,[]
616030,SUT::EK-2B::616030::2205,"Lomber laminoplasti, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616030 kodunu 'Lomber laminoplasti, tek omurga' olarak tanımlamaktadır. Bu işlem, omurga kanalını genişletmek için yapılan cerrahi bir işlemdir.",[]
616040,SUT::EK-2B::616040::2206,"Lomber parsiyel korpektomi, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616040 kodunu 'Lomber parsiyel korpektomi, tek omurga' olarak tanımlamaktadır. Açıklamada tanı gereksinimi belirtilmemiştir.",[]
616050,SUT::EK-2B::616050::2207,"Servikal hemilaminektomi - laminotomi, tek omurga",EK-2B,review_required,"[""M51"", ""M54"", ""M62"", ""M63"", ""M65"", ""M66"", ""M67"", ""M68"", ""M72"", ""M73"", ""M75"", ""M76"", ""M77"", ""M79"", ""M81"", ""M82"", ""M83"", ""M84"", ""M85"", ""M86"", ""M87"", ""M88"", ""M89"", ""M90"", ""M91"", ""M92"", ""M93"", ""M94"", ""M95"", ""M96"", ""M99""]",[],[],{},REVIEW_REQUIRED,True,medium,"Servikal hemilaminektomi, omurga cerrahi bir işlemdir. Bu tür işlemler genellikle omurga hastalıkları, sinir sıkışması veya omurilik sorunları gibi tanıları gerektirir. Bu nedenle, tanı gereklidir.","EK-2B listesi, 616050 kodunu 'Servikal hemilaminektomi - laminotomi, tek omurga' olarak tanımlamaktadır. Bu işlem, omurga patolojileri için yapılır.","[""invalid_icd10_pattern:M55"", ""invalid_icd10_pattern:M56"", ""invalid_icd10_pattern:M57"", ""invalid_icd10_pattern:M64"", ""invalid_icd10_pattern:M74"", ""invalid_icd10_pattern:M97"", ""invalid_icd10_pattern:M98""]"
616060,SUT::EK-2B::616060::2208,"Servikal, torakal veya lomber korpektomi, tek omurga",EK-2B,conditional,[],[],[],"{""required_clinical_evidence_terms"": [""EK-2B 616060 Servikal, torakal veya lomber korpektomi, tek omurga""]}",REVIEW_REQUIRED,True,medium,"EK-2B kural baglami rapor, tibbi gerekce, klinik kanit veya kurum sarti iceriyor; acik ICD-10 zorunlulugu bulunmadigi icin uzman incelemesi gerekir.","EK-2B 616060 Servikal, torakal veya lomber korpektomi, tek omurga",[]
616070,SUT::EK-2B::616070::2209,"Servikal laminektomi, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616070 kodunu 'Servikal laminektomi, tek omurga' olarak tanımlamaktadır. Bu işlem, tanısal bir işlem olarak sınıflandırılmamıştır.",[]
616080,SUT::EK-2B::616080::2210,"Servikal laminoplasti, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616080 kodunu 'Servikal laminoplasti, tek omurga' olarak tanımlamaktadır. Bu işlem, tanısal bir işlem değildir.",[]
616090,SUT::EK-2B::616090::2211,"Servikal veya torakal parsiyel korpektomi, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616090 kodunu 'Servikal veya torakal parsiyel korpektomi, tek omurga' olarak tanımlamaktadır. Bu işlem, tanısal bir işlem değildir.",[]
616100,SUT::EK-2B::616100::2212,"Torakal hemilaminektomi - laminotomi, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gereksinimi belirtmemektedir.,[]
616110,SUT::EK-2B::616110::2213,"Torakal laminektomi, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, 616110 kodlu işlemin 615970 kodu ile birlikte faturalandırılamayacağını belirtmektedir. Bu, faturalama kısıtlamasıdır, tanı gerekliliği değildir.",[]
616120,SUT::EK-2B::616120::2214,"Torakal laminoplasti, tek omurga",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616120 kodunu 'Torakal laminoplasti, tek omurga' olarak tanımlamaktadır. Açıklamada tanı gereksinimi belirtilmemiştir.",[]
616130,SUT::EK-2B::616130::2215,Total omurga rezeksiyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması cerrahi bir işlem tanımlamaktadır.,[]
616140,SUT::EK-2B::616140::2216,Transoral odontoidektomi,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması: 'P616140, 616141, P616141 ile birlikte faturalandırılmaz.' Bu, faturalama kısıtlamasıdır, tanı gerekliliği değildir.",[]
616141,SUT::EK-2B::616141::2217,Endoskopik odontoid cerrahisi,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun belirli bir tanıya bağlı olmadığını gösterir.",[]
616150,SUT::EK-2B::616150::2219,Yalnızca deriye müdahale ile statik onarımlar,EK-2B,conditional,[],[],[],"{""required_clinical_evidence_terms"": [""EK-2B 616150 Yalnızca deriye müdahale ile statik onarımlar""]}",REVIEW_REQUIRED,True,medium,"EK-2B kural baglami rapor, tibbi gerekce, klinik kanit veya kurum sarti iceriyor; acik ICD-10 zorunlulugu bulunmadigi icin uzman incelemesi gerekir.",EK-2B 616150 Yalnızca deriye müdahale ile statik onarımlar,[]
616160,SUT::EK-2B::616160::2220,Fasiya veya tendon grefti ile askı ameliyatları,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Quality gate: güçlü klinik işlem sinyali otomatik not_required olarak kabul edilmedi; uzman incelemesi gerekir (greft).,"EK-2B listesi, 616160 kodunu 'Fasiya veya tendon grefti ile askı ameliyatları' olarak tanımlamaktadır. Bu, bir cerrahi işlemdir ve tanı gerektirmez.",[]
616170,SUT::EK-2B::616170::2221,Kas transpozisyonu veya greft ile düzeltme,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,"İşlem adı, kas sistemi ile ilgili cerrahi bir müdahaledir. Bu tür bir işlem için tanı gerekliliği, spesifik klinik duruma bağlıdır. EK-2B listesinde açık bir tanı kuralı bulunmamaktadır. Bu nedenle, tanı gerekliliğinin değerlendirilmesi için uzman incelemesi gereklidir.","EK-2B listesi, 616170 kodunu 'Kas transpozisyonu veya greft ile düzeltme' olarak tanımlamaktadır.",[]
616180,SUT::EK-2B::616180::2222,Fasiyal sinir onarımı,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,"Fasiyal sinir onarımı, cerrahi bir işlemdir. Bu tür işlemler genellikle belirli bir tanıya veya duruma bağlı olarak yapılır. EK-2B listesinde bu işlem için açık bir tanı gereksinimi belirtilmemiştir. Bu nedenle, tanı gereksinimi uzman değerlendirmesine tabidir.","EK-2B listesi, 616180 kodlu 'Fasiyal sinir onarımı' hizmetini tanımlamaktadır. Açıklama veya kısıtlamalar bulunmamaktadır.",[]
616190,SUT::EK-2B::616190::2223,Fasiyal sinirin greftle onarımı,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Quality gate: güçlü klinik işlem sinyali otomatik not_required olarak kabul edilmedi; uzman incelemesi gerekir (greft).,"EK-2B listesi, 616190 kodunu 'Fasiyal sinirin greftle onarımı' olarak tanımlamaktadır. Açıklamada tanı gereksinimi belirtilmemiştir.",[]
616200,SUT::EK-2B::616200::2224,Hipoglossal sinir transpozisyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616200 kodunu 'Hipoglossal sinir transpozisyonu' olarak tanımlamaktadır. Açıklamada tanı gerekliliğine dair bir ifade bulunmamaktadır.",[]
616210,SUT::EK-2B::616210::2225,Mikronörovasküler teknik ile kas transferi,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616210 kodunu 'Mikronörovasküler teknik ile kas transferi' olarak tanımlamaktadır. Açıklamada tanı gerekliliğine dair bir ifade bulunmamaktadır.",[]
616220,SUT::EK-2B::616220::2226,Yumuşak doku suspansiyonu,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, bu işlem için tanı gerekliliğini belirtmemektedir.",[]
616230,SUT::EK-2B::616230::2228,Nöroliz,EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx, SUT kodu 616230, açıklaması yok.",[]
616231,SUT::EK-2B::616231::2229,"Sempatektomi aksiller, tek taraf",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx, satır 2229. SUT açıklaması tanı gerekliliğinden bahsetmemektedir.",[]
616240,SUT::EK-2B::616240::2230,"Sempatektomi lomber, tek taraf",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616240 (Sempatektomi lomber, tek taraf) için tanı kodu gerekliliği belirtmemektedir.",[]
616250,SUT::EK-2B::616250::2231,"Sempatektomi lomber, iki taraf",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, bu işlem için tanı şartı belirtmemektedir.",[]
616260,SUT::EK-2B::616260::2232,"Sempatektomi servikal, tek taraf",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, 616260 kodlu 'Sempatektomi servikal, tek taraf' işlemi için tanı gerekliliğini belirtmemektedir.",[]
